age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
54,Male,Married,Graduate,34300.0,Private,9.6,SME,Family,0.0,3,2,2740.0,370.0,2420.0,6650.0,850.0,No,0.0,518.0,108800.0,62300.0,Home Appliances EMI,218800.0,19,10590.0,Not_Eligible
27,Female,Married,Post Graduate,75700.0,Private,4.0,SME,Family,0.0,7,6,2230.0,14450.0,4690.0,16910.0,1730.0,No,0.0,728.0,409000.0,92600.0,Education EMI,307000.0,10,18980.0,Not_Eligible
36,Male,Married,Graduate,57900.0,Private,7.3,SME,Own,0.0,2,0,0.0,0.0,4380.0,10410.0,2760.0,No,0.0,622.0,204900.0,57400.0,Vehicle EMI,945400.0,72,19310.0,High_Risk
38,Female,Married,Post Graduate,60600.0,Private,8.1,Government,Rented,11500.0,3,2,7880.0,100.0,3230.0,12280.0,4540.0,No,0.0,756.0,284200.0,105100.0,Personal Loan EMI,384600.0,24,12100.0,Not_Eligible
41,Male,Single,Professional,58400.0,Government,14.6,Startup,Own,0.0,1,0,0.0,0.0,3000.0,5760.0,5090.0,Yes,12700.0,581.0,42900.0,25900.0,Home Appliances EMI,140700.0,11,18700.0,High_Risk
28,Male,Married,High School,49500.0,Self-employed,3.7,SME,Rented,7600.0,4,2,200.0,9310.0,1400.0,11620.0,2630.0,Yes,12000.0,723.0,85700.0,35700.0,Home Appliances EMI,181100.0,22,2850.0,Not_Eligible
33,Male,Married,Professional,87000.0,Private,5.6,SME,Rented,19000.0,8,6,2950.0,9180.0,4920.0,16280.0,4720.0,No,0.0,574.0,218500.0,234400.0,Home Appliances EMI,61100.0,15,17210.0,High_Risk
56,Female,Single,Professional,86400.0,Government,17.6,SME,Family,0.0,6,5,6120.0,4270.0,6040.0,20240.0,6650.0,No,0.0,659.0,415900.0,85400.0,Education EMI,362000.0,17,27270.0,Eligible
58,Male,Single,Post Graduate,46300.0,Private,21.1,SME,Rented,8300.0,4,2,3180.0,9990.0,2610.0,9250.0,4230.0,No,0.0,572.0,209700.0,5500.0,E-commerce Shopping EMI,38600.0,13,5000.0,High_Risk
40,Male,Married,Graduate,31300.0,Government,5.8,Government,Rented,8200.0,8,6,3780.0,3540.0,2450.0,9750.0,3000.0,No,0.0,594.0,51900.0,54700.0,Education EMI,381800.0,25,500.0,Not_Eligible
29,Female,Married,Post Graduate,40700.0,Private,4.2,MNC,Rented,9300.0,1,0,0.0,0.0,1590.0,6580.0,1840.0,No,0.0,708.0,218800.0,36700.0,Home Appliances EMI,161500.0,10,10400.0,Not_Eligible
34,Male,Single,Graduate,38200.0,Private,3.5,MNC,Own,0.0,4,3,6440.0,4850.0,770.0,8500.0,1700.0,No,0.0,850.0,178700.0,108000.0,Vehicle EMI,1104200.0,14,9960.0,Not_Eligible
59,Male,Married,Graduate,73800.0,Private,28.6,Government,Own,0.0,7,5,6200.0,1940.0,3960.0,12590.0,1600.0,No,0.0,562.0,405100.0,14000.0,E-commerce Shopping EMI,178500.0,9,28660.0,High_Risk
58,Male,Single,Graduate,74100.0,Private,15.2,Government,Rented,8300.0,5,3,7730.0,5920.0,5620.0,16530.0,4620.0,No,0.0,594.0,229300.0,93300.0,E-commerce Shopping EMI,154100.0,17,15020.0,High_Risk
54,Male,Married,Post Graduate,145300.0,Self-employed,18.0,Startup,Rented,40900.0,4,2,5040.0,11350.0,7370.0,28880.0,11760.0,No,0.0,537.0,148600.0,211700.0,Education EMI,229700.0,37,24350.0,Not_Eligible
56,Female,Single,Graduate,38800.0,Private,28.8,MNC,Rented,5600.0,6,5,6960.0,4070.0,1260.0,10460.0,1810.0,No,0.0,714.0,27800.0,89500.0,Vehicle EMI,804600.0,42,6160.0,Not_Eligible
50,Female,Married,Post Graduate,62300.0,Private,14.0,MNC,Family,0.0,8,6,5440.0,9860.0,3710.0,16040.0,6170.0,Yes,12900.0,754.0,342000.0,95000.0,Vehicle EMI,817300.0,73,5740.0,Not_Eligible
47,Male,Married,High School,64600.0,Self-employed,13.5,Government,Rented,18900.0,2,0,0.0,0.0,3010.0,10370.0,2090.0,Yes,5800.0,635.0,76300.0,20400.0,Education EMI,455900.0,39,13440.0,High_Risk
52,Female,Married,High School,64500.0,Private,26.9,MNC,Family,0.0,8,6,410.0,9060.0,4520.0,11680.0,2230.0,No,0.0,610.0,66800.0,96700.0,Home Appliances EMI,239300.0,29,23160.0,High_Risk
48,Male,Married,Post Graduate,38300.0,Government,12.8,SME,Rented,4700.0,6,5,1930.0,7240.0,1920.0,9920.0,1080.0,Yes,6900.0,698.0,199800.0,7700.0,Vehicle EMI,1260600.0,65,2880.0,Not_Eligible
37,Female,Married,Post Graduate,75700.0,Government,6.5,SME,Family,0.0,4,2,3230.0,1210.0,3360.0,14350.0,5170.0,No,0.0,518.0,89200.0,83700.0,E-commerce Shopping EMI,45100.0,24,20560.0,Not_Eligible
48,Female,Married,Post Graduate,64000.0,Private,17.0,Startup,Family,0.0,4,2,6200.0,7300.0,1720.0,9820.0,2480.0,Yes,5200.0,631.0,159500.0,52900.0,Vehicle EMI,1452900.0,60,19780.0,Not_Eligible
35,Female,Married,Graduate,55600.0,Self-employed,5.7,MNC,Family,0.0,4,3,2700.0,2640.0,3590.0,8620.0,5510.0,No,0.0,661.0,228700.0,117600.0,Home Appliances EMI,219700.0,33,17360.0,Eligible
47,Male,Single,Professional,97600.0,Self-employed,13.0,SME,Family,0.0,2,1,1430.0,0.0,3690.0,18500.0,8260.0,No,0.0,672.0,253400.0,207700.0,Education EMI,416100.0,20,46020.0,Eligible
38,Male,Married,Graduate,39000.0,Self-employed,6.5,Government,Rented,8000.0,7,6,4920.0,60.0,1470.0,11960.0,1920.0,No,0.0,729.0,209800.0,93600.0,Vehicle EMI,1158200.0,20,7060.0,Not_Eligible
42,Female,Married,Graduate,52500.0,Government,4.5,Government,Family,0.0,1,0,0.0,0.0,2820.0,8040.0,2250.0,No,0.0,731.0,161800.0,23000.0,E-commerce Shopping EMI,95600.0,14,25230.0,Eligible
31,Female,Married,Graduate,33400.0,Private,3.6,Government,Rented,6900.0,3,2,6510.0,11730.0,2370.0,6130.0,1180.0,No,0.0,648.0,70500.0,4700.0,Education EMI,82600.0,40,500.0,Not_Eligible
59,Female,Single,High School,66600.0,Private,30.9,MNC,Family,0.0,3,2,2420.0,4460.0,2560.0,12610.0,2950.0,No,0.0,629.0,162700.0,115000.0,E-commerce Shopping EMI,68500.0,23,28220.0,High_Risk
51,Female,Single,Graduate,44700.0,Self-employed,24.4,Government,Own,0.0,5,4,3960.0,1980.0,2130.0,9410.0,1950.0,No,0.0,507.0,113600.0,30200.0,Education EMI,180300.0,17,13130.0,Not_Eligible
28,Female,Single,High School,34900.0,Private,1.8,Startup,Family,0.0,1,0,0.0,0.0,730.0,6220.0,1970.0,Yes,6700.0,850.0,195900.0,19900.0,Vehicle EMI,995000.0,83,12470.0,High_Risk
42,Male,Single,Graduate,34400.0,Self-employed,7.0,Startup,Own,0.0,1,0,0.0,0.0,2540.0,5090.0,770.0,Yes,8000.0,616.0,201800.0,86800.0,E-commerce Shopping EMI,176700.0,3,8860.0,Not_Eligible
41,Male,Married,Post Graduate,79400.0,Private,5.5,MNC,Own,0.0,5,3,3820.0,5050.0,1720.0,13100.0,6750.0,Yes,4400.0,550.0,246600.0,63500.0,Vehicle EMI,1419700.0,63,21300.0,High_Risk
56,Male,Married,Graduate,60800.0,Government,26.0,SME,Rented,14400.0,3,2,760.0,6300.0,1590.0,9000.0,1900.0,No,0.0,602.0,332900.0,102000.0,Personal Loan EMI,59400.0,37,16280.0,High_Risk
52,Female,Single,Post Graduate,103600.0,Private,21.8,MNC,Rented,11700.0,1,0,0.0,0.0,4920.0,18050.0,2780.0,Yes,15500.0,811.0,437900.0,80700.0,E-commerce Shopping EMI,192700.0,7,37310.0,Eligible
56,Male,Single,Post Graduate,105800.0,Government,19.2,Startup,Rented,16900.0,1,0,0.0,0.0,8280.0,14820.0,2780.0,Yes,9100.0,698.0,68000.0,239500.0,E-commerce Shopping EMI,128900.0,10,40500.0,Eligible
41,Male,Single,Professional,83500.0,Private,3.8,Government,Rented,9400.0,1,0,0.0,0.0,1990.0,10670.0,4320.0,No,0.0,684.0,499100.0,66800.0,Home Appliances EMI,215400.0,19,30420.0,Eligible
30,Female,Married,High School,34500.0,Self-employed,2.0,SME,Rented,4600.0,2,1,990.0,0.0,2550.0,6670.0,1900.0,No,0.0,660.0,21500.0,57500.0,Vehicle EMI,1397700.0,74,8100.0,Not_Eligible
50,Male,Single,High School,42800.0,Self-employed,12.7,MNC,Own,0.0,1,0,0.0,0.0,2190.0,5920.0,2760.0,No,0.0,506.0,154600.0,121800.0,Personal Loan EMI,878900.0,12,16360.0,Not_Eligible
32,Male,Married,Post Graduate,56700.0,Private,4.4,Government,Rented,13000.0,4,3,6780.0,4930.0,2200.0,11500.0,2730.0,No,0.0,608.0,325700.0,103700.0,Vehicle EMI,908200.0,70,7460.0,Not_Eligible
47,Female,Single,Graduate,81500.0,Private,14.0,SME,Own,0.0,7,6,1750.0,4980.0,4980.0,12750.0,4340.0,No,0.0,850.0,161100.0,168300.0,Home Appliances EMI,36500.0,12,40570.0,Eligible
39,Female,Single,Professional,153400.0,Private,12.8,Government,Rented,36000.0,1,0,0.0,0.0,7560.0,22150.0,15230.0,Yes,35700.0,686.0,263400.0,204700.0,E-commerce Shopping EMI,107200.0,17,23190.0,Eligible
37,Male,Married,Graduate,58900.0,Private,5.9,Startup,Own,0.0,2,1,3860.0,0.0,3550.0,10290.0,5600.0,No,0.0,548.0,347600.0,26400.0,E-commerce Shopping EMI,55000.0,14,18710.0,Not_Eligible
29,Female,Married,Post Graduate,39600.0,Private,6.0,Startup,Rented,8800.0,1,0,0.0,0.0,1750.0,4150.0,2980.0,Yes,4500.0,770.0,24000.0,84200.0,Vehicle EMI,951600.0,62,10230.0,Not_Eligible
53,Female,Single,Graduate,71300.0,Self-employed,18.7,Government,Own,0.0,8,6,4950.0,11270.0,4080.0,19180.0,5180.0,No,0.0,661.0,129500.0,21900.0,Personal Loan EMI,120800.0,44,16440.0,Eligible
49,Female,Married,Post Graduate,77000.0,Self-employed,24.1,MNC,Rented,19100.0,2,1,3740.0,0.0,1800.0,14000.0,4820.0,No,0.0,526.0,249800.0,149900.0,E-commerce Shopping EMI,69300.0,15,19280.0,Not_Eligible
37,Female,Single,Post Graduate,49100.0,Private,6.1,MNC,Own,0.0,5,4,4310.0,12790.0,3750.0,11420.0,2020.0,Yes,7400.0,640.0,274900.0,83900.0,Education EMI,306400.0,16,4610.0,Not_Eligible
51,Male,Married,Graduate,67900.0,Self-employed,15.4,MNC,Rented,17100.0,4,3,2380.0,14690.0,3550.0,15090.0,1420.0,No,0.0,419.0,83600.0,92400.0,Home Appliances EMI,128800.0,12,7260.0,Not_Eligible
60,Female,Single,Graduate,41900.0,Private,13.0,Startup,Family,0.0,4,2,6730.0,14850.0,2770.0,7320.0,1160.0,No,0.0,610.0,169800.0,9600.0,Education EMI,55900.0,24,5880.0,High_Risk
50,Male,Single,Post Graduate,42400.0,Private,6.6,Startup,Rented,9200.0,7,5,1880.0,14870.0,2120.0,11700.0,1650.0,Yes,9000.0,636.0,171600.0,45600.0,Education EMI,105000.0,25,500.0,Not_Eligible
59,Male,Married,High School,85900.0,Private,8.0,SME,Family,0.0,7,6,6730.0,11860.0,3260.0,13550.0,5410.0,No,0.0,750.0,287800.0,162300.0,Education EMI,335300.0,33,25220.0,Eligible
41,Male,Married,Post Graduate,59000.0,Private,7.6,MNC,Family,0.0,6,5,3300.0,10100.0,3570.0,13830.0,4790.0,No,0.0,588.0,265100.0,153700.0,Education EMI,117100.0,30,10710.0,High_Risk
38,Male,Single,Graduate,89800.0,Private,9.8,SME,Rented,11600.0,3,1,3150.0,0.0,7020.0,17090.0,5580.0,Yes,18200.0,663.0,285500.0,87300.0,Education EMI,491400.0,42,16330.0,Eligible
55,Female,Single,Post Graduate,55500.0,Private,10.5,SME,Family,0.0,2,0,0.0,0.0,3070.0,6860.0,2560.0,Yes,13100.0,749.0,239600.0,94200.0,E-commerce Shopping EMI,94400.0,19,19920.0,Eligible
48,Male,Married,Professional,64200.0,Private,21.5,MNC,Rented,11300.0,8,6,7670.0,14470.0,4570.0,13590.0,6120.0,No,0.0,583.0,89100.0,138400.0,Vehicle EMI,1037200.0,36,4190.0,Not_Eligible
46,Female,Married,High School,69700.0,Private,14.7,MNC,Own,0.0,1,0,0.0,0.0,2080.0,9860.0,6540.0,Yes,17400.0,716.0,55100.0,20400.0,Personal Loan EMI,846800.0,55,19120.0,Eligible
48,Female,Single,Graduate,34700.0,Private,15.2,Government,Rented,10100.0,2,1,520.0,0.0,1430.0,7620.0,2730.0,No,0.0,737.0,108100.0,39700.0,Vehicle EMI,1116600.0,18,7490.0,Not_Eligible
60,Female,Married,Professional,77700.0,Self-employed,21.4,Government,Rented,13000.0,6,5,3460.0,11680.0,1700.0,17330.0,4460.0,No,0.0,596.0,49700.0,160100.0,Vehicle EMI,1366700.0,47,16630.0,Not_Eligible
49,Female,Single,High School,45400.0,Private,20.6,SME,Family,0.0,3,2,6530.0,9500.0,1950.0,9210.0,1720.0,No,0.0,692.0,155500.0,90700.0,Vehicle EMI,781200.0,28,11440.0,Not_Eligible
54,Male,Single,High School,38200.0,Private,15.9,MNC,Rented,11400.0,5,4,7640.0,13820.0,2170.0,7060.0,2090.0,No,0.0,796.0,226500.0,29400.0,Vehicle EMI,977100.0,32,500.0,Not_Eligible
26,Female,Single,Graduate,41800.0,Private,3.1,MNC,Family,0.0,4,2,7480.0,7050.0,2130.0,10450.0,4080.0,Yes,5800.0,675.0,250000.0,3500.0,Vehicle EMI,694200.0,14,2360.0,Not_Eligible
51,Female,Married,Graduate,61000.0,Self-employed,22.7,Startup,Own,0.0,6,4,4480.0,2830.0,3650.0,11610.0,2850.0,Yes,5100.0,618.0,50700.0,112100.0,Personal Loan EMI,540800.0,16,16330.0,Not_Eligible
36,Female,Married,Post Graduate,81600.0,Government,8.9,MNC,Rented,12100.0,5,4,5730.0,4370.0,4470.0,14140.0,7660.0,Yes,13000.0,759.0,61500.0,238000.0,Vehicle EMI,473700.0,60,13110.0,Eligible
29,Male,Married,Post Graduate,98200.0,Private,5.6,MNC,Own,0.0,1,0,0.0,0.0,2820.0,10380.0,6890.0,No,0.0,795.0,421200.0,282000.0,Vehicle EMI,481300.0,51,50000.0,Eligible
34,Male,Married,Graduate,50300.0,Private,7.6,Government,Rented,11800.0,3,2,4890.0,10780.0,1860.0,6850.0,4730.0,No,0.0,594.0,144800.0,52800.0,Vehicle EMI,1435100.0,46,4480.0,Not_Eligible
54,Female,Married,Graduate,75200.0,Private,13.7,MNC,Own,0.0,4,3,2040.0,5880.0,4360.0,11530.0,4030.0,No,0.0,657.0,55700.0,82400.0,Vehicle EMI,1161700.0,23,29920.0,Not_Eligible
54,Female,Married,High School,105200.0,Private,10.0,Government,Rented,29000.0,1,0,0.0,0.0,6330.0,17210.0,9230.0,No,0.0,671.0,123300.0,183700.0,Education EMI,133900.0,28,23660.0,Eligible
36,Male,Married,High School,54100.0,Government,5.8,Startup,Family,0.0,1,0,0.0,0.0,2600.0,8200.0,5380.0,No,0.0,571.0,51200.0,147300.0,Education EMI,337500.0,11,18190.0,Not_Eligible
31,Female,Married,Graduate,75800.0,Private,5.0,SME,Own,0.0,8,6,5090.0,12810.0,4050.0,17430.0,5260.0,No,0.0,621.0,315800.0,225300.0,Home Appliances EMI,34300.0,12,14170.0,High_Risk
40,Female,Single,Post Graduate,59100.0,Private,8.5,SME,Rented,14700.0,7,5,6970.0,12130.0,2810.0,13380.0,1790.0,No,0.0,639.0,119800.0,126600.0,Vehicle EMI,81900.0,74,3860.0,High_Risk
36,Female,Single,Graduate,120000.0,Self-employed,11.8,Startup,Own,0.0,6,5,2740.0,10550.0,7330.0,19760.0,8260.0,Yes,18800.0,628.0,228100.0,47400.0,Vehicle EMI,129800.0,34,27850.0,High_Risk
41,Female,Married,Graduate,59900.0,Self-employed,13.1,Startup,Rented,7500.0,4,3,7380.0,5130.0,2580.0,9110.0,5700.0,Yes,8600.0,505.0,60400.0,164900.0,Education EMI,345200.0,10,7160.0,Not_Eligible
53,Male,Married,High School,34700.0,Self-employed,21.5,MNC,Rented,9900.0,1,0,0.0,0.0,1090.0,5350.0,2450.0,No,0.0,571.0,139900.0,44600.0,E-commerce Shopping EMI,101000.0,19,7850.0,High_Risk
36,Female,Single,Post Graduate,93400.0,Self-employed,9.8,Government,Own,0.0,7,6,0.0,3190.0,2220.0,20180.0,2860.0,No,0.0,642.0,458100.0,93300.0,Vehicle EMI,666200.0,71,34430.0,High_Risk
31,Male,Married,Post Graduate,87200.0,Private,2.5,MNC,Own,0.0,4,3,7580.0,13760.0,3830.0,15620.0,2930.0,No,0.0,559.0,231600.0,230000.0,Personal Loan EMI,638200.0,55,21510.0,High_Risk
28,Male,Married,High School,78200.0,Private,3.9,Startup,Family,0.0,5,3,6210.0,7840.0,1800.0,10670.0,1810.0,No,0.0,634.0,340200.0,149800.0,E-commerce Shopping EMI,141000.0,4,25230.0,Not_Eligible
49,Female,Married,Post Graduate,43800.0,Self-employed,24.2,Government,Family,0.0,3,1,2350.0,0.0,3430.0,7000.0,3960.0,No,0.0,534.0,131300.0,78800.0,E-commerce Shopping EMI,112900.0,6,15600.0,Not_Eligible
32,Female,Single,Post Graduate,57300.0,Government,2.9,SME,Rented,11500.0,7,6,4070.0,6090.0,4380.0,13240.0,2500.0,No,0.0,665.0,253900.0,132700.0,Vehicle EMI,896400.0,54,7830.0,Not_Eligible
32,Male,Married,Professional,39800.0,Government,9.0,MNC,Own,0.0,6,4,2400.0,15000.0,3020.0,9510.0,830.0,No,0.0,682.0,117700.0,108300.0,Education EMI,172500.0,13,5130.0,Not_Eligible
53,Male,Single,Graduate,30900.0,Private,24.4,Government,Rented,4900.0,5,3,1230.0,1680.0,1840.0,9000.0,1100.0,No,0.0,583.0,137200.0,37600.0,Home Appliances EMI,105100.0,35,7090.0,High_Risk
28,Female,Single,High School,42800.0,Self-employed,1.5,MNC,Rented,5400.0,1,0,0.0,0.0,1100.0,7100.0,3380.0,Yes,8000.0,750.0,92600.0,43800.0,Vehicle EMI,1290400.0,66,9880.0,Not_Eligible
48,Male,Single,Graduate,57200.0,Government,12.3,SME,Own,0.0,5,3,5410.0,13040.0,1830.0,8850.0,4680.0,No,0.0,842.0,32100.0,81000.0,Home Appliances EMI,35000.0,24,17490.0,Eligible
25,Female,Married,Professional,53200.0,Government,1.1,SME,Rented,13100.0,4,3,7960.0,12700.0,1430.0,12370.0,3670.0,No,0.0,664.0,104700.0,147500.0,Vehicle EMI,1424400.0,39,1110.0,Not_Eligible
58,Male,Married,Post Graduate,66800.0,Private,18.5,Government,Own,0.0,6,5,1430.0,9250.0,2690.0,16580.0,6470.0,No,0.0,617.0,58900.0,112700.0,Home Appliances EMI,215500.0,25,17200.0,High_Risk
50,Male,Single,High School,63000.0,Self-employed,12.9,Government,Rented,6900.0,3,2,20.0,3170.0,1620.0,8180.0,3660.0,No,0.0,707.0,156400.0,83000.0,Personal Loan EMI,82000.0,40,24960.0,Eligible
54,Male,Married,Graduate,139900.0,Private,28.6,SME,Own,0.0,5,4,3680.0,2260.0,4520.0,27580.0,9500.0,Yes,10000.0,801.0,737000.0,33800.0,Education EMI,355100.0,22,50000.0,Eligible
48,Female,Married,Post Graduate,58400.0,Government,12.6,Government,Own,0.0,4,3,2220.0,12180.0,3690.0,9510.0,3880.0,No,0.0,660.0,184500.0,87300.0,Education EMI,480200.0,26,14720.0,Not_Eligible
39,Male,Single,Graduate,30200.0,Self-employed,12.5,Government,Family,0.0,6,5,6190.0,7120.0,990.0,7580.0,2060.0,No,0.0,572.0,132700.0,16700.0,Education EMI,132600.0,37,3820.0,High_Risk
60,Female,Married,Post Graduate,38400.0,Private,15.3,Government,Family,0.0,6,4,4360.0,6600.0,1810.0,8110.0,910.0,Yes,7400.0,635.0,150800.0,95200.0,Vehicle EMI,1246800.0,22,5960.0,Not_Eligible
53,Female,Married,High School,48300.0,Self-employed,19.6,Government,Own,0.0,3,2,1690.0,13170.0,3350.0,6430.0,2900.0,No,0.0,762.0,104300.0,46200.0,Education EMI,161800.0,33,14200.0,Eligible
28,Male,Married,Post Graduate,53400.0,Private,4.8,SME,Rented,12700.0,1,0,0.0,0.0,3370.0,10150.0,2380.0,No,0.0,766.0,311700.0,43700.0,E-commerce Shopping EMI,174600.0,23,15180.0,Eligible
45,Female,Single,Graduate,49500.0,Government,14.1,Startup,Own,0.0,8,6,4250.0,9020.0,2220.0,12270.0,2910.0,No,0.0,719.0,101700.0,144100.0,Education EMI,398800.0,43,11630.0,Eligible
44,Male,Married,Graduate,118300.0,Private,7.4,SME,Family,0.0,2,0,0.0,0.0,4430.0,17160.0,3820.0,No,0.0,396.0,293500.0,126000.0,Home Appliances EMI,82300.0,12,36610.0,Not_Eligible
35,Male,Married,Graduate,44200.0,Self-employed,5.7,Government,Family,0.0,1,0,0.0,0.0,940.0,4860.0,2550.0,Yes,5100.0,518.0,51700.0,400.0,Personal Loan EMI,731900.0,50,12600.0,Not_Eligible
41,Female,Single,Graduate,49500.0,Private,12.4,MNC,Own,0.0,6,4,5870.0,12990.0,2120.0,12240.0,3520.0,No,0.0,628.0,47000.0,146200.0,E-commerce Shopping EMI,105100.0,8,7360.0,Not_Eligible
60,Male,Married,Graduate,70700.0,Self-employed,26.4,SME,Rented,9200.0,6,4,3810.0,6560.0,4330.0,16080.0,3060.0,Yes,8100.0,725.0,75400.0,27300.0,E-commerce Shopping EMI,53700.0,22,12010.0,Eligible
28,Male,Married,High School,35900.0,Private,2.6,SME,Rented,5100.0,7,5,5080.0,6470.0,2380.0,10180.0,2760.0,No,0.0,801.0,190600.0,104000.0,Education EMI,376100.0,30,2190.0,Not_Eligible
58,Male,Single,Professional,51900.0,Self-employed,22.3,Startup,Rented,8200.0,7,5,6300.0,5830.0,3710.0,11050.0,4390.0,No,0.0,659.0,37100.0,49600.0,Education EMI,495600.0,7,8100.0,Not_Eligible
50,Male,Married,Graduate,79900.0,Private,20.4,MNC,Own,0.0,1,0,0.0,0.0,6360.0,9690.0,1940.0,No,0.0,731.0,222500.0,208000.0,Personal Loan EMI,807200.0,60,42680.0,Eligible
29,Female,Married,Post Graduate,61900.0,Private,4.1,SME,Rented,11900.0,8,6,7720.0,12970.0,2820.0,17080.0,3100.0,No,0.0,675.0,188600.0,70400.0,Education EMI,190200.0,21,3490.0,Not_Eligible
35,Male,Married,Graduate,56500.0,Government,7.2,Startup,Own,0.0,1,0,0.0,0.0,2430.0,6810.0,1920.0,No,0.0,658.0,192200.0,119500.0,E-commerce Shopping EMI,193000.0,12,24640.0,Eligible
55,Female,Married,Graduate,37800.0,Self-employed,25.6,Government,Own,0.0,8,6,420.0,11190.0,1860.0,11610.0,1180.0,No,0.0,637.0,150500.0,53100.0,Home Appliances EMI,35900.0,17,7820.0,High_Risk
50,Male,Married,Graduate,105700.0,Private,19.3,Government,Own,0.0,2,1,2630.0,0.0,5790.0,19970.0,4090.0,Yes,15800.0,648.0,307900.0,100500.0,Vehicle EMI,1286300.0,48,39860.0,High_Risk
27,Female,Married,Graduate,119000.0,Private,1.0,MNC,Family,0.0,1,0,0.0,0.0,6150.0,11180.0,11500.0,No,0.0,632.0,611300.0,46300.0,Education EMI,481100.0,46,38970.0,High_Risk
30,Male,Single,Post Graduate,29100.0,Private,3.6,MNC,Own,0.0,7,6,5380.0,6330.0,890.0,8090.0,1950.0,Yes,1600.0,682.0,32300.0,64400.0,Personal Loan EMI,974000.0,54,2580.0,Not_Eligible
58,Female,Single,Graduate,47200.0,Private,18.1,Startup,Family,0.0,6,4,4260.0,700.0,2930.0,10870.0,3670.0,No,0.0,688.0,221100.0,127500.0,Personal Loan EMI,417000.0,21,16910.0,Not_Eligible
30,Female,Single,High School,37900.0,Government,5.2,MNC,Rented,5200.0,2,0,0.0,0.0,970.0,7800.0,2100.0,No,0.0,586.0,36700.0,112800.0,Home Appliances EMI,70600.0,11,10260.0,High_Risk
47,Female,Single,Post Graduate,52200.0,Self-employed,15.2,MNC,Own,0.0,4,2,7000.0,14810.0,4070.0,9680.0,2260.0,Yes,5200.0,690.0,102700.0,132700.0,E-commerce Shopping EMI,11700.0,6,6450.0,Eligible
60,Male,Married,Graduate,48700.0,Self-employed,7.9,Startup,Own,0.0,2,1,2690.0,0.0,2200.0,8740.0,1190.0,Yes,4500.0,604.0,214200.0,70500.0,Home Appliances EMI,54900.0,16,16180.0,High_Risk
30,Male,Single,Graduate,36200.0,Self-employed,2.8,Startup,Own,0.0,3,1,6440.0,0.0,1950.0,6750.0,2090.0,Yes,8700.0,601.0,74300.0,16800.0,Education EMI,132700.0,6,4990.0,Not_Eligible
26,Female,Single,Graduate,46400.0,Self-employed,3.3,SME,Family,0.0,8,6,3420.0,5400.0,1620.0,10320.0,1740.0,Yes,9100.0,490.0,236300.0,122300.0,Education EMI,382000.0,20,5510.0,Not_Eligible
54,Male,Single,Professional,43900.0,Self-employed,9.8,Government,Own,0.0,4,2,7360.0,12170.0,2390.0,10100.0,1860.0,No,0.0,566.0,36200.0,56300.0,Home Appliances EMI,245900.0,17,5280.0,Not_Eligible
59,Female,Married,High School,40200.0,Private,19.7,MNC,Rented,10800.0,5,4,2030.0,14990.0,2440.0,10940.0,830.0,Yes,3400.0,476.0,229400.0,22700.0,Home Appliances EMI,71600.0,27,500.0,Not_Eligible
43,Female,Married,High School,58200.0,Government,9.7,SME,Rented,16700.0,5,3,4780.0,9140.0,1830.0,13800.0,1510.0,Yes,11300.0,514.0,325600.0,76600.0,Education EMI,236900.0,35,500.0,Not_Eligible
33,Female,Single,Post Graduate,39900.0,Private,9.4,SME,Own,0.0,8,6,5590.0,9150.0,2710.0,12680.0,2310.0,No,0.0,663.0,235100.0,82600.0,Vehicle EMI,83600.0,83,4360.0,Eligible
27,Male,Single,Post Graduate,56800.0,Private,4.4,Startup,Own,0.0,7,6,6030.0,7350.0,4220.0,13540.0,2920.0,No,0.0,740.0,335100.0,125200.0,Personal Loan EMI,521200.0,20,15050.0,Not_Eligible
57,Male,Single,Graduate,86800.0,Government,28.0,Startup,Rented,19900.0,2,0,0.0,0.0,2500.0,9090.0,2440.0,Yes,13800.0,847.0,199500.0,167600.0,Vehicle EMI,1315300.0,38,29660.0,Not_Eligible
53,Male,Married,Graduate,54600.0,Private,17.2,MNC,Family,0.0,3,1,3530.0,0.0,2490.0,7190.0,3550.0,No,0.0,787.0,245300.0,74300.0,E-commerce Shopping EMI,160200.0,24,29240.0,Eligible
57,Male,Married,High School,54000.0,Private,8.3,Government,Own,0.0,8,6,3160.0,2620.0,3850.0,12200.0,3610.0,No,0.0,724.0,136800.0,115100.0,E-commerce Shopping EMI,117700.0,14,15900.0,Eligible
53,Female,Married,Post Graduate,79100.0,Private,21.4,Government,Family,0.0,1,0,0.0,0.0,3430.0,11990.0,3640.0,No,0.0,804.0,246400.0,4300.0,E-commerce Shopping EMI,19000.0,10,41890.0,Eligible
40,Male,Married,Post Graduate,58900.0,Self-employed,8.1,Startup,Own,0.0,6,4,2220.0,9360.0,1680.0,11910.0,4960.0,No,0.0,524.0,268300.0,96900.0,E-commerce Shopping EMI,198300.0,22,14280.0,Not_Eligible
